,Solvent
15437,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1ccc2c(c1)N(c1ccccc1)c1ccccc1B2c1c(C(C)C)cc(C(C)C)cc1C(C)C
15440,Cc1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1cc(C)ccc1N2c1cc(C(C)C)c(B2c3ccccc3Sc3ccccc32)c(C(C)C)c1
15442,O=C(c1ccc(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)cc1)c1ccc(-n2c3ccc(-c4ccccc4)cc3c3cc(-c4ccccc4)ccc32)cc1
15458,N#Cc1ccc2c(c1)c1ccccc1n2-c1cccc(-n2c3ccccc3c3ccccc32)c1
15473,O=c1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2sc2cccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c12
15474,O=c1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2sc2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc12
15475,O=C1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2S(=O)(=O)c2cccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c21
15476,O=C1c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2S(=O)(=O)c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc21
15503,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)C1c2ccccc2C3c2ccccc21)(C(C)C)C(C)C
15504,CC(C)[Si](C#Cc1c2ccccc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)C1c2ccccc2C3c2ccccc21)(C(C)C)C(C)C
15505,CC(C)[Si](C#Cc1c2cc3ccccc3cc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)C1c2ccccc2C3c2ccccc21)(C(C)C)C(C)C
15506,CC(C)[Si](C#Cc1c2nc3c(nc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc4ccccc4nc12)C1c2ccccc2C3c2ccccc21)(C(C)C)C(C)C
15507,CC(C)[Si](C#Cc1c2nsnc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(nc12)C1c2ccccc2C3c2ccccc21)(C(C)C)C(C)C
15508,CC(C)[Si](C#Cc1c2nc3c(nc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc4c(nc12)C1c2ccccc2C4c2ccccc21)C1c2ccccc2C3c2ccccc21)(C(C)C)C(C)C
15543,CCC1(CC)c2cc(-c3ccc(-c4ccccc4)cc3-c3ccccc3)ccc2-c2nc3c(nc21)-c1ccc(-c2ccc(-c4ccccc4)cc2-c2ccccc2)cc1C3(CC)CC
15544,CCC1(CC)c2cc(-c3ccc(-c4ccccc4)cc3-c3ccccc3)ccc2-c2cc3c(cc21)-c1ccc(-c2ccc(-c4ccccc4)cc2-c2ccccc2)cc1C3(CC)CC
15552,c1ccc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)nc1
15553,c1ccc2cc(-c3c4ccccc4c(-c4nccc5ccccc45)c4ccccc34)ccc2c1
15554,c1cc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)cc(-n2c3ccccc3c3ccccc32)c1
15555,c1ccc2cc(-c3c4ccccc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccccc34)ccc2c1
15556,c1ccc2c(-c3c4ccccc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccccc34)cccc2c1
15557,c1ccc2cc(-c3c4ccccc4c(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)c4ccccc34)ccc2c1
15558,c1ccc2c(-c3c4ccccc4c(-c4ccc(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc4)c4ccccc34)cccc2c1
15560,Cc1cc(-c2c3ccccc3c(-c3ccc4ccccc4c3)c3ccccc23)c(C)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1
15600,CCCCCCCCCCOC(=O)c1ccc2c3ccc(C(=O)OCCCCCCCCCC)c4c(C(=O)OCCCCCCCCCC)cc5[nH]c6cc(C(=O)OCCCCCCCCCC)c1c2c6c5c43
15601,CCCCCCCCC1(CCCCCCCC)c2cc(-c3ccc(C(F)(F)F)cc3)ccc2-c2ccc(N(c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3cc(-c5ccc(C(F)(F)F)cc5)ccc3-4)cc21
15667,CCC1(CC)c2ccccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21
15668,CCCCC1(CCCC)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc21
15669,CCCCC1(CCCC)c2cc(C#Cc3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21
15670,CCC1(CC)c2ccccc2-c2ccc(C#Cc3cc(C#Cc4ccc5c(c4)C(CC)(CC)c4ccccc4-5)c4ccc5c(C#Cc6ccc7c(c6)C(CC)(CC)c6ccccc6-7)cc(C#Cc6ccc7c(c6)C(CC)(CC)c6ccccc6-7)c6ccc3c4c65)cc21
15671,CCCCCC(CC)C1(C(CC)CCCCC)c2ccccc2-c2ccc(C#Cc3cc(C#Cc4ccc5c(c4)C(C(CC)CCCCC)(C(CC)CCCCC)c4ccccc4-5)c4ccc5c(C#Cc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)cc(C#Cc6ccc7c(c6)C(C(CC)CCCCC)(C(CC)CCCCC)c6ccccc6-7)c6ccc3c4c65)cc21
15672,CCC1(CC)c2cc(C#Cc3cc(C#Cc4ccc5c(c4)C(CC)(CC)c4cc(N(c6ccccc6)c6ccccc6)ccc4-5)c4ccc5c(C#Cc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)cc(C#Cc6ccc7c(c6)C(CC)(CC)c6cc(N(c8ccccc8)c8ccccc8)ccc6-7)c6ccc3c4c65)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21
15702,Cc1ccccc1-c1cccc(Oc2cc3c4c(c2)Oc2cc(-c5ccccc5C)ccc2B4c2ccc(-c4ccccc4C)cc2O3)c1
15783,CC(C)(C)c1ccc(-n2c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc3c3cc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)ccc32)cc1
15789,Cc1cc(-n2c3ccccc3c3ccccc32)ccc1-c1ccc(-n2c3ccccc3c3ccccc32)cc1C
15790,CC1(C)c2ccccc2N(c2cccc(N3c4ccccc4C(C)(C)c4ccccc43)c2)c2ccccc21
15791,O=P(c1ccccc1)(c1ccccc1)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
15804,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cccc2-n2c3ccccc3c3ccccc32)c(C)c1
15805,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cccc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)c(C)c1
15814,FC(F)(F)c1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21
15815,FC(F)(F)c1c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c(-n2c3ccccc3c3ccccc32)c1-n1c2ccccc2c2ccccc21
15832,c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c3)n2)cc1
15833,c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c(-n4c5ccccc5c5ccccc54)c3)n2)cc1
15834,Cc1ccc2c(c1)c1cc(C)ccc1n2-c1cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc(-n2c3ccc(C)cc3c3cc(C)ccc32)c1-n1c2ccc(C)cc2c2cc(C)ccc21
15835,Cc1ccc2c(c1)c1cc(C)ccc1n2-c1c(-n2c3ccccc3c3ccccc32)cc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)cc1-n1c2ccccc2c2ccccc21
15847,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)n1
15848,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)c1
15849,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)nc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)n2)cc1
15850,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)n1
15851,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc(-c2nc(-c3cccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)c3)nc(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)n2)c1
15852,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)nc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)n2)cc1
15922,Cc1c(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2)ncnc1-c1ccc(N2c3ccccc3C(C)(C)c3ccccc32)cc1
15923,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)ccc1-c1cc(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2C)ncn1
15924,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)ccc1-c1ncnc(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2C)c1C
15935,O=C(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1cccc(C(=O)c2ccc(N3c4ccccc4Oc4ccccc43)cc2)c1
15937,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(S(=O)(=O)c2ccc(S(=O)(=O)c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc2)cc1
15939,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(S(=O)(=O)c2cccc(S(=O)(=O)c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1
15948,c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(N4c5ccccc5C5(c6ccccc64)c4ccccc4N(c4ccc(-c6nc(-c7ccccc7)nc(-c7ccccc7)n6)cc4)c4ccccc45)cc3)n2)cc1
15949,c1ccc(-c2cc(-c3ccc(N4c5ccccc5C5(c6ccccc64)c4ccccc4N(c4ccc(-c6cc(-c7ccccc7)nc(-c7ccccc7)n6)cc4)c4ccccc45)cc3)nc(-c3ccccc3)n2)cc1
15950,N#Cc1cccc(C#N)c1-c1ccc(N2c3ccccc3C3(c4ccccc42)c2ccccc2N(c2ccc(-c4c(C#N)cccc4C#N)cc2)c2ccccc23)cc1
15951,O=S1(=O)c2ccccc2Oc2cc(N3c4ccccc4C4(c5ccccc53)c3ccccc3N(c3ccc5c(c3)Oc3ccccc3S5(=O)=O)c3ccccc34)ccc21
15998,CC1(C)c2ccccc2N(c2ccc3c(c2)C2(c4cc(N5c6ccccc6C(C)(C)c6ccccc65)ccc4-3)c3ccccc3S(=O)(=O)c3ccccc32)c2ccccc21
15999,c1ccc2c(c1)c1ccccc1n2-c1ccc(N(c2ccc(-n3c4ccccc4c4ccccc43)cc2)c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1
16033,CC(C)c1cc(C(C)C)c(-c2ccc(-n3c4ccccc4n4c5ccccc5nc34)nc2)c(C(C)C)c1
16041,O=P(c1ccccc1)(c1ccccc1)c1ccc2sc3cccc(P(=O)(c4ccccc4)c4ccccc4)c3c2c1
16160,N#Cc1c(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cccc1N1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc21
16161,N#Cc1ccccc1N1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc21
16162,N#Cc1cccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)c1
16163,N#Cc1ccc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1
16164,Cc1cc(C#N)ccc1N1c2ccccc2C(c2ccccc2)(c2ccccc2)c2ccccc21
16211,C[Si](C)(C)C
16215,C=CCCCC
16216,C#CCCCC
16223,C1=CCCCC1
16224,C1CC[C@H]2CCCC[C@H]2C1
16225,c1ccc2c(c1)CCCC2
16226,C=Cc1ccccc1
16228,BrCBr
16229,ICI
16231,[2H]C(Cl)(Cl)Cl
16232,BrC(Br)Br
16234,FC(Cl)(Cl)Cl
16235,ClC(Cl)(Cl)Br
16236,CBr
16237,CC(Cl)Cl
16239,BrCCBr
16240,CC(Cl)(Cl)Cl
16241,ClCC(Cl)Cl
16242,FC(F)(F)C(Cl)(Cl)Cl
16243,FC(F)(Cl)C(F)(Cl)Cl
16244,ClC(Cl)C(Cl)Cl
16245,ClC(Cl)C(Cl)(Cl)Cl
16246,C=C(Cl)Cl
16247,Cl/C=C/Cl
16248,Cl/C=C\Cl
16250,ClC(Cl)=C(Cl)Cl
16252,FC(F)(F)CCCl
16253,ClCCCCl
16254,CC(C)(Cl)Cl
16255,FC(F)(F)C(F)(Cl)C(F)(F)Cl
16256,CC(Br)CBr
16257,ClCC(Cl)CCl
16258,ClC(Cl)=C(Cl)C(Cl)(Cl)Cl
16259,ClCCCCCl
16260,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl
16261,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
16262,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
16263,ClC1CCCCC1
16264,ClCCCCCCCCCCCl
16267,FC(F)(F)c1ccccc1
16269,Cc1cc(C)cc(C)c1
16270,Cc1ccc(C)c(C)c1C
16271,C#Cc1ccccc1
16272,c1ccc(C2CCCCC2)cc1
16273,Cc1cccc2ccccc12
16274,Fc1ccccc1
16275,Fc1ccccc1F
16276,Fc1cccc(F)c1
16277,Fc1ccc(F)cc1
16278,Fc1cc(F)cc(F)c1
16279,Fc1cc(F)c(F)c(F)c1F
16280,Fc1c(F)c(F)c(F)c(F)c1F
16283,Clc1cccc(Cl)c1
16284,Clc1ccc(Cl)c(Cl)c1
16286,Brc1ccccc1Br
16287,Brc1cccc(Br)c1
16288,Cc1cc(Br)ccc1Br
16289,Ic1ccccc1
16290,Clc1cccc2ccccc12
16291,Ic1cccc2ccccc12
16293,Cc1ccccn1
16294,Cc1ccncc1
16295,Cc1ccncc1C
16296,Cc1cccc(C)n1
16297,CC(C)(C)c1cccc(C(C)(C)C)n1
16298,Cc1cc(C)nc(C)c1
16299,Fc1ccccn1
16300,Clc1ccccn1
16301,Brc1cccnc1
16302,Fc1cccc(F)n1
16303,Fc1nc(F)c(F)c(F)c1F
16304,N#Cc1ccccn1
16309,CC(O)c1ccccc1
16310,OCCc1ccccc1
16311,COCCO
16312,CCOCCO
16313,CCCCOCCO
16314,OCCS
16315,NCCO
16316,N#CCCO
16317,OCCCl
16319,OCC(Cl)(Cl)Cl
16321,OCC(F)(F)C(F)F
16322,OCCCc1ccccc1
16323,C=CCO
16324,C#CCO
16327,COCC(C)O
16328,CC(O)CN
16330,CCC(N)CO
16331,CCC(C)O
16335,CCCC(C)O
16336,CCC(O)CC
16337,CCC(C)CO
16338,CC(C)CCO
16340,CC(C)C(C)O
16343,CCC(O)(CC)CC
16344,CC(C)C(O)C(C)C
16347,CCC(O)(C(C)C)C(C)C
16351,OC1CCCC1
16353,OCc1ccco1
16354,OCC1CCCO1
16357,OCCCO
16359,CCC(O)CO
16360,CC(O)CCO
16361,OCCCCO
16362,CC(O)C(C)O
16363,OCCCCCO
16365,OCCOCCOCCO
16366,OCCOCCOCCOCCO
16367,OCCSCCO
16368,OCCN(CCO)CCO
16370,Cc1ccccc1O
16371,Cc1cccc(O)c1
16372,Cc1ccc(O)cc1
16373,CCc1ccccc1O
16374,CCc1cccc(O)c1
16375,CCc1ccc(O)cc1
16376,CC(C)c1ccccc1O
16377,CC(C)(C)c1ccccc1O
16378,CC(C)(C)c1ccc(O)cc1
16379,Cc1cccc(O)c1C
16380,Cc1ccc(O)c(C)c1
16381,Cc1ccc(O)cc1C
16382,Cc1cc(C)cc(O)c1
16383,Cc1ccc(C(C)C)cc1O
16384,Cc1ccc(C(C)C)c(O)c1
16385,Cc1ccc(O)c(C(C)(C)C)c1
16386,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
16387,CC(C)(C)c1cccc(C(C)(C)C)c1O
16388,Cc1cc(C)c(C)c(O)c1
16389,Cc1ccc(C)c(O)c1C
16390,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
16391,Oc1ccc(F)cc1
16392,Oc1ccccc1Cl
16393,Oc1ccc(Cl)cc1
16394,Oc1ccc(Br)cc1
16395,Oc1c(Cl)cccc1Cl
16396,Cc1cc(O)ccc1Cl
16397,COc1ccc(O)cc1
16398,COc1cccc(OC)c1O
16399,COc1cc(O)cc(OC)c1
16400,CC(=O)Oc1cccc(O)c1
16401,COC(=O)c1ccccc1O
16402,O=C(Oc1ccccc1)c1ccccc1O
16403,Nc1ccccc1O
16404,Nc1cccc(O)c1
16405,O=[N+]([O-])c1ccccc1O
16406,N#Cc1ccc(O)cc1
16408,ClCCOCCCl
16409,C=COCC
16413,COC(C)(C)C
16414,CCC(C)(C)OC
16415,COCOC
16416,CCOCOCC
16418,COCCOCCOC
16419,CCOCCOCCOCC
16420,COCCOCCOCCOC
16421,CC1CO1
16422,ClCC1CO1
16423,c1ccoc1
16426,CC1CCC(C)O1
16427,c1ccsc1
16428,C1CCSC1
16429,C1COCO1
16430,CC1OCCO1
16431,C1CCOCC1
16432,CC1CCCOC1
16433,CC(=O)C1(C)COCOC1
16436,CSc1ccccc1
16437,CCOc1ccccc1
16438,COc1ccccc1OC
16439,c1ccc(COCc2ccccc2)cc1
16440,c1ccc(Oc2ccccc2)cc1
16442,CC(=O)C(Cl)(Cl)Cl
16446,CC(=O)C(C)C
16447,CCCCC(C)=O
16448,CC(=O)CC(C)C
16450,CCCC(=O)CCC
16451,CC(C)C(=O)C(C)C
16452,CCCCC(=O)CCCC
16453,CC(C)CC(=O)CC(C)C
16456,CC(=O)c1ccccc1
16457,CC(=O)CC(C)=O
16460,CCC(=O)O
16462,COC=O
16463,CCOC=O
16465,COC(=O)C(Cl)(Cl)Cl
16467,CCOC(=O)CCl
16468,CCOC(=O)C(Cl)(Cl)Cl
16469,C=COC(C)=O
16472,C=CC(=O)OC
16473,C=C(C)C(=O)OC
16475,COC(=O)OC
16476,CCOC(=O)OCC
16477,O=C1OCCO1
16479,CC(=O)OCC(COC(C)=O)OC(C)=O
16481,COC(=O)c1ccccc1C(=O)OC
16482,CCCCOC(=O)c1ccccc1C(=O)OCCCC
16483,CCOC(=O)CC(C)=O
16484,CCOC(=O)[C@H](C)O
16488,CN(C)C=S
16489,CN(C=O)c1ccccc1
16490,CNC(C)=O
16492,CCN(CC)C(C)=O
16494,CN1CCCC1=S
16495,CCN1CCCC1=O
16496,O=C1NCCC1C1CCCCC1
16497,O=C1CCCCCN1CO
16498,CN(C)C#N
16499,CCN(C#N)CC
16500,CC(C)N(C#N)C(C)C
16501,N#CN1CCCC1
16502,N#CN1CCCCC1
16503,N#CN1CCOCC1
16505,CN(C)C(=N)N(C)C
16506,CN1CCN(C)C1=O
16507,CN1CCCN(C)C1=O
16509,N#CC(Cl)(Cl)Cl
16511,COCCC#N
16514,N#CCc1ccccc1
16517,CC[N+](=O)[O-]
16518,O=[N+]([O-])C1CCCCC1
16520,CC(C)(C)N
16521,NCCN
16522,CCNCC
16524,CCCCN(CCCC)CCCC
16525,C1CCNC1
16526,C1CCNCC1
16529,CNc1ccccc1
16530,CN(C)c1ccccc1
16531,COP(=O)(OC)OC
16532,CCOP(=O)(OCC)OCC
16533,CCCOP(=O)(OCCC)OCCC
16534,CCCCOP(=O)(OCCCC)OCCCC
16536,CCN(CC)P(=O)(N(CC)CC)N(CC)CC
16537,CCP(C)(=O)N(C)C
16540,CSCS(C)=O
16541,O=S1(=O)CCCC1
16542,CC1CCS(=O)(=O)C1
16543,CCN(CC)S(=O)(=O)N(CC)CC
16546,CCCCN1C(=O)c2ccc3c4ccc5c6c(cc(Br)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O
16548,CCCCN1C(=O)c2ccc3c4ccc5c6c(cc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O
16549,CCCCN1C(=O)c2ccc3c4c(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc5c6c(ccc(c7c(-c8ccc(C(=C(c9ccccc9)c9ccccc9)c9ccccc9)cc8)cc(c2c37)C1=O)c64)C(=O)N(CCCC)C5=O
16550,O=C1c2ccc3c4c(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc5c6c(ccc(c7c(-c8ccc(C(=C(c9ccccc9)c9ccccc9)c9ccccc9)cc8)cc(c2c37)C(=O)N1C1CCCCC1)c64)C(=O)N(C1CCCCC1)C5=O
16551,O=C1c2ccc3c4c(-c5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc5c6c(cc(-c7ccc(C(=C(c8ccccc8)c8ccccc8)c8ccccc8)cc7)c(c7ccc(c2c37)C(=O)N1C1CCCCC1)c64)C(=O)N(C1CCCCC1)C5=O
16552,O=C1c2ccc3c4c(Oc5ccc(C(=C(c6ccccc6)c6ccccc6)c6ccccc6)cc5)cc5c6c(ccc(c7c(Oc8ccc(C(=C(c9ccccc9)c9ccccc9)c9ccccc9)cc8)cc(c2c37)C(=O)N1C1CCCCC1)c64)C(=O)N(C1CCCCC1)C5=O
16553,CC1(C)C(/C=C/c2ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)=[N+](CCCCS(=O)(=O)[O-])c2ccccc21
16554,CCCCCCOc1ccc(C(=C(c2ccccc2)c2ccc(/C=C/c3sc4ccccc4[n+]3CCCCS(=O)(=O)[O-])cc2)c2ccc(OCCCCCC)cc2)cc1
16555,CCCCCCCCCCCCOc1ccc(C(=C(c2ccccc2)c2ccc(/C=C/c3sc4ccccc4[n+]3CCCCS(=O)(=O)[O-])cc2)c2ccc(OCCCCCCCCCCCC)cc2)cc1
16556,O=S(=O)([O-])CCCC[n+]1c(/C=C/c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)sc2ccccc21
16557,CC1=C(c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(c1ccc(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc1)c1c(C)c(-c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c(C)n1[B-]2(F)F
16558,F[B-]1(F)n2cccc2C(c2ccc(/C=C/c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)=C2C=CC=[N+]21
16559,F[B-]1(F)n2cccc2C(c2ccc(C#Cc3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)=C2C=CC=[N+]21
16560,COC(=O)C1=C2C(C)=CC(/C=C/C(=C(c3ccccc3)c3ccccc3)c3ccccc3)=[N+]2[B-](F)(F)n2c(/C=C/C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc(C)c21
16561,COC(=O)C1=C2C=CC(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)=[N+]2[B-](F)(F)n2c1ccc2C(=C(c1ccccc1)c1ccccc1)c1ccccc1
16562,COC(=O)C1=C2C(C)=C(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)C(C)=[N+]2[B-](F)(F)n2c(C)c(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)c(C)c21
16563,CCCCCCCCN1C(=O)C2=C(c3ccc(Br)cc3)N(CCCCCCCC)C(=O)C2=C1c1ccc(Br)cc1
16564,CCCCCCCCN1C(=O)C2=C(c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)N(CCCCCCCC)C(=O)C2=C1c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1
16565,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)N(CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1
16566,CCCCCCCCN1C(=O)C2=C(c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccc(N(C)C)cc5)cc4)cc3)N(CCCCCCCC)C(=O)C2=C1c1ccc(-c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccc(N(C)C)cc3)cc2)cc1
16567,CCCCN1C(=O)C2=C(c3ccc(-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)cc3)N(CCCC)C(=O)C2=C1c1ccc(Br)cc1
16568,CCCCN1C(=O)C2=C(c3ccc(-c4ccc(C=O)s4)cc3)N(CCCC)C(=O)C2=C1c1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)cc1
16569,CCCCN1C(=O)C2=C(c3ccc(-c4ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc4)cc3)N(CCCC)C(=O)C2=C1c1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)cc1
16570,CCCCCCCCN1C(=O)C2=C(c3ccc(C=C4c5ccccc5C(=O)c5ccccc54)cc3)N(CCCCCCCC)C(=O)C2=C1c1ccc(C=C2c3ccccc3C(=O)c3ccccc32)cc1
16571,CCCCN1C(=O)C2=C(c3ccc(C=C4c5ccccc5C(=O)c5ccccc54)cc3)N(CCCC)C(=O)C2=C1c1ccc(C=C2c3ccccc3C(=O)c3ccccc32)cc1
16572,O=C1c2ccccc2C(=Cc2ccc(C3=C4C(=O)N(Cc5ccccc5)C(c5ccc(C=C6c7ccccc7C(=O)c7ccccc76)cc5)=C4C(=O)N3Cc3ccccc3)cc2)c2ccccc21
16573,CCN(CC)CCCCCCN1C(=O)C2=C(c3ccc(C=C4c5ccccc5C(=O)c5ccccc54)cc3)N(CCCCCCN(CC)CC)C(=O)C2=C1c1ccc(C=C2c3ccccc3C(=O)c3ccccc32)cc1
